name,team,age,position,country,height_cm,weight_kg,jersey_number,key_stats_goals,key_stats_assists,key_stats_shot_accuracy,key_stats_pass_accuracy,defence_tackles,defence_tackles_won,defence_duels,defence_duels_won,defence_aerial_duels_won,defence_clearances,defence_blocked_shots,defence_interceptions,distribution_assists,distribution_total_passes,distribution_pass_accuracy,distribution_passes_90_minutes,distribution_touches_game,distribution_total_crosses,distribution_cross_accuracy,offense_goals,offense_minutes_goal,offense_shot_accuracy,offense_right_foot_goals,offense_left_foot_goals,offense_headed_goals,offense_goals_inside_the_box,offense_goals_outside_the_box,offense_other_goals,offense_successful_dribbles,offense_offsides,discipline_yellow_cards,discipline_yellow_red_cards,discipline_red_cards,discipline_fouls_conceded,discipline_fouls_won
Bradley Ibrahim,Arsenal,19,Midfielder,England,0,0,55,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Declan Rice,Arsenal,24,Midfielder,England,185,84,41,3,1,46.67,91.6,42,57.1,164,51.22 %,37.04 %,34,7,30,1,1371,91.6 %,70.75,1616,8,25.00,3,581.3,46.67 %,2,0,1,2,1,0,13,1,2,0,0,15,9
Elneny Mohamed,Arsenal,31,Midfielder,Egypt,179,72,25,0,0,0.00,90.9,0,0.0,1,100.00 %,100.00 %,0,0,1,0,11,90.9 %,990.00,12,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Emile Smith Rowe,Arsenal,23,Midfielder,England,182,79,10,0,1,100.00,84.5,2,0.0,15,46.67 %,75.00 %,0,1,1,1,71,84.5 %,54.15,90,0,0.00,0,0,100.00 %,0,0,0,0,0,0,2,0,0,0,0,3,0
Ethan Nwaneri,Arsenal,16,Midfielder,England,165,0,63,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Fábio Vieira,Arsenal,23,Midfielder,Portugal,170,58,21,1,2,40.00,87.1,3,66.7,29,51.72 %,0.00 %,1,0,2,2,101,87.1 %,38.35,156,9,22.22,1,237.0,40.00 %,0,1,0,1,0,0,2,1,0,0,1,6,10
Jorginho,Arsenal,32,Midfielder,Italy,180,65,20,0,0,0.00,92.4,11,27.3,37,54.05 %,25.00 %,2,1,2,0,317,92.4 %,74.10,367,3,33.33,0,0,0.00 %,0,0,0,0,0,0,1,0,1,0,0,2,6
Kai Havertz,Arsenal,24,Midfielder,Germany,193,83,29,4,1,22.22,82.4,22,45.5,178,47.19 %,45.95 %,4,1,11,1,433,82.4 %,33.19,615,7,0.00,4,293.5,22.22 %,1,2,1,4,0,0,7,5,5,0,0,22,21
Martin Ødegaard,Arsenal,25,Midfielder,Norway,178,68,8,4,3,51.72,86.9,26,34.6,145,39.31 %,0.00 %,4,1,4,3,892,86.9 %,53.24,1168,16,37.50,4,377.0,51.72 %,0,4,0,4,0,0,16,2,1,0,0,16,15
Myles Lewis-Skelly,Arsenal,17,Midfielder,England,178,0,59,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Thomas Partey,Arsenal,30,Midfielder,Ghana,185,77,5,0,0,50.00,91.7,6,83.3,25,64.00 %,40.00 %,2,1,4,0,240,91.7 %,86.06,284,2,100.00,0,0,50.00 %,0,0,0,0,0,0,6,0,0,0,0,0,2
Bukayo Saka,Arsenal,22,Forward,England,178,72,7,6,6,65.52,83.8,39,53.8,253,50.59 %,48.39 %,7,2,7,6,752,83.8 %,40.65,1241,51,21.57,6,277.5,65.52 %,2,3,1,5,1,0,31,3,2,0,0,23,43
Charles Sagoe,Arsenal,19,Forward,England,0,0,71,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Nketiah,Arsenal,24,Forward,England,175,72,14,5,1,40.00,81.2,9,55.6,124,46.77 %,47.37 %,3,0,4,1,176,81.2 %,16.38,351,5,0.00,5,193.4,40.00 %,5,0,0,4,1,0,8,7,3,0,0,16,24
Gabriel Jesus,Arsenal,26,Forward,Brazil,175,73,9,3,1,58.33,82.5,18,66.7,160,41.88 %,31.25 %,6,1,7,1,303,82.5 %,29.01,541,5,0.00,3,313.3,58.33 %,1,0,2,3,0,0,18,6,4,0,0,21,21
Gabriel Martinelli,Arsenal,22,Forward,Brazil,178,75,11,2,2,54.55,85.2,13,76.9,163,39.88 %,33.33 %,3,0,4,2,522,85.2 %,36.17,861,53,24.53,2,649.5,54.55 %,2,0,0,1,1,0,27,6,1,0,0,13,15
Leandro Trossard,Arsenal,29,Forward,Belgium,172,61,19,3,1,43.75,75.8,11,54.5,63,42.86 %,44.44 %,1,0,6,1,265,75.8 %,36.25,437,17,23.53,3,219.3,43.75 %,1,1,1,3,0,0,4,3,0,0,0,4,9
Reiss Nelson,Arsenal,24,Forward,England,175,71,24,0,0,0.00,92.2,4,75.0,19,26.32 %,0.00 %,4,1,0,0,51,92.2 %,45.00,88,4,50.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,3,1
Alfie Whiteman,Tottenham Hotspur,25,Goalkeeper,England,189,84,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Austin,Tottenham Hotspur,24,Goalkeeper,England,188,82,40,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Fraser Forster,Tottenham Hotspur,35,Goalkeeper,England,201,93,20,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Guglielmo Vicario,Tottenham Hotspur,27,Goalkeeper,Italy,194,83,13,0,0,0.00,79.3,0,0.0,19,89.47 %,92.31 %,26,0,0,0,739,79.3 %,36.95,978,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,2,0,0,0,5
Hugo Lloris,Tottenham Hotspur,37,Goalkeeper,France,188,82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfie Dorrington,Tottenham Hotspur,18,Defender,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashley Phillips,Tottenham Hotspur,18,Defender,England,192,0,35,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Ben Davies,Tottenham Hotspur,30,Defender,Wales,181,77,33,1,0,12.50,92.1,19,78.9,92,67.39 %,60.47 %,32,14,9,0,721,92.1 %,72.26,862,3,33.33,1,898.0,12.50 %,0,0,1,1,0,0,2,0,1,0,0,4,15
Cristian Romero,Tottenham Hotspur,25,Defender,Argentina,185,79,17,3,0,50.00,92.3,32,68.8,105,70.48 %,68.89 %,51,10,17,0,1093,92.3 %,83.93,1266,1,0.00,3,390.7,50.00 %,1,0,2,2,1,0,2,0,4,0,1,12,11
Destiny Udogie,Tottenham Hotspur,21,Defender,Italy,186,67,38,1,2,75.00,87.1,43,51.2,177,52.54 %,50.00 %,40,6,20,2,651,87.1 %,41.32,1039,12,0.00,1,1418.0,75.00 %,0,1,0,1,0,0,12,3,5,1,1,28,24
Emerson Royal,Tottenham Hotspur,24,Defender,Brazil,181,79,12,1,0,66.67,91.6,24,70.8,123,57.72 %,46.43 %,38,6,14,0,664,91.6 %,76.91,889,4,25.00,1,777.0,66.67 %,1,0,0,0,1,0,7,0,3,0,0,10,28
Eric Dier,Tottenham Hotspur,29,Defender,England,188,83,15,0,0,0.00,88.7,2,50.0,11,54.55 %,37.50 %,12,3,2,0,141,88.7 %,63.77,164,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,2,0,0,0,0,1
Micky van de Ven,Tottenham Hotspur,22,Defender,Netherlands,193,81,37,1,0,20.00,94.6,18,66.7,75,61.33 %,43.75 %,32,5,4,0,702,94.6 %,66.93,810,0,0.00,1,944.0,20.00 %,0,1,0,1,0,0,6,0,1,0,0,2,8
Pedro Porro,Tottenham Hotspur,24,Defender,Spain,173,69,23,0,6,21.05,79.5,57,71.9,183,53.55 %,50.00 %,44,12,18,6,1002,79.5 %,52.83,1599,52,15.38,0,0,21.05 %,0,0,0,0,0,0,16,0,3,0,0,19,18
Dejan Kulusevski,Tottenham Hotspur,23,Midfielder,Sweden,186,80,21,5,2,78.95,83.8,33,48.5,236,35.17 %,33.33 %,1,1,9,2,649,83.8 %,34.93,1014,42,26.19,5,334.4,78.95 %,2,2,1,5,0,0,29,8,5,0,0,34,17
Giovani Lo Celso,Tottenham Hotspur,27,Midfielder,Argentina,177,68,18,2,2,80.00,91.3,16,50.0,67,61.19 %,0.00 %,2,1,4,2,343,91.3 %,74.93,433,3,33.33,2,206.0,80.00 %,0,2,0,1,1,0,7,0,1,0,0,10,18
Ivan Perišić,Tottenham Hotspur,34,Midfielder,Croatia,186,80,14,0,1,0.00,80.3,3,66.7,20,65.00 %,100.00 %,1,0,2,1,61,80.3 %,56.02,99,12,16.67,0,0,0.00 %,0,0,0,0,0,0,4,0,2,0,0,2,1
James Maddison,Tottenham Hotspur,27,Midfielder,England,175,73,10,3,5,68.18,85.1,15,40.0,115,53.91 %,16.67 %,3,0,5,5,489,85.1 %,49.56,717,18,11.11,3,296.0,68.18 %,3,0,0,2,1,0,16,1,2,0,0,9,30
Oliver Skipp,Tottenham Hotspur,23,Midfielder,England,175,70,4,0,0,100.00,91.2,12,58.3,46,45.65 %,20.00 %,3,1,0,0,249,91.2 %,51.28,307,1,100.00,0,0,100.00 %,0,0,0,0,0,0,1,0,2,0,0,6,7
Pape Matar Sarr,Tottenham Hotspur,21,Midfielder,Senegal,185,70,29,2,2,61.11,89.6,22,77.3,122,50.00 %,51.61 %,18,4,12,2,738,89.6 %,56.48,949,16,6.25,2,588.0,61.11 %,1,1,0,2,0,0,15,0,4,0,0,17,8
Pierre-Emile Højbjerg,Tottenham Hotspur,28,Midfielder,Denmark,187,84,5,0,0,75.00,90.3,16,56.2,77,50.65 %,36.36 %,16,6,9,0,731,90.3 %,90.12,869,6,0.00,0,0,75.00 %,0,0,0,0,0,0,8,0,3,0,0,12,11
Rodrigo Bentancur,Tottenham Hotspur,26,Midfielder,Uruguay,187,72,30,0,0,0.00,81.4,5,60.0,27,44.44 %,20.00 %,5,0,2,0,102,81.4 %,62.45,142,1,0.00,0,0,0.00 %,0,0,0,0,0,0,3,0,1,0,0,1,3
Ryan Sessegnon,Tottenham Hotspur,23,Midfielder,England,178,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yago Santiago,Tottenham Hotspur,20,Midfielder,Spain,180,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Yves Bissouma,Tottenham Hotspur,27,Midfielder,Mali,182,80,8,0,0,33.33,91.3,50,62.0,174,59.20 %,38.46 %,26,4,20,0,1051,91.3 %,77.92,1322,0,0.00,0,0,33.33 %,0,0,0,0,0,0,24,0,5,1,2,19,24
Alejo Véliz,Tottenham Hotspur,20,Forward,Argentina,186,77,36,1,0,100.00,50.0,1,0.0,9,44.44 %,33.33 %,0,0,0,0,10,50.0 %,20.45,22,0,0.00,1,44.0,100.00 %,1,0,0,1,0,0,1,3,1,0,0,0,1
Brennan Johnson,Tottenham Hotspur,22,Forward,Wales,186,73,22,1,4,50.00,77.2,13,46.2,96,53.12 %,40.00 %,7,1,5,4,285,77.2 %,23.77,482,26,26.92,1,1079.0,50.00 %,0,1,0,1,0,0,12,6,1,0,0,6,22
Bryan Gil,Tottenham Hotspur,22,Forward,Spain,175,60,11,0,0,33.33,85.7,1,0.0,23,43.48 %,0.00 %,3,0,1,0,112,85.7 %,57.60,160,8,25.00,0,0,33.33 %,0,0,0,0,0,0,6,1,0,0,0,2,3
Dane Scarlett,Tottenham Hotspur,19,Forward,England,180,76,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamie Donley,Tottenham Hotspur,19,Forward,England,0,0,0,0,0,0.00,100.0,0,0.0,2,50.00 %,100.00 %,1,0,0,0,1,100.0 %,45.00,4,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Manor Solomon,Tottenham Hotspur,24,Forward,Israel,170,66,72,0,2,25.00,90.6,3,100.0,27,51.85 %,0.00 %,1,0,3,2,85,90.6 %,38.64,141,5,20.00,0,0,25.00 %,0,0,0,0,0,0,10,1,1,0,0,2,1
Richarlison,Tottenham Hotspur,26,Forward,Brazil,184,83,9,6,3,46.67,72.1,11,72.7,150,35.33 %,28.85 %,12,5,7,3,226,72.1 %,22.11,464,10,10.00,6,153.3,46.67 %,2,2,2,6,0,0,7,6,3,0,0,13,20
Son Heung-min,Tottenham Hotspur,31,Forward,"Korea, South",184,77,7,12,5,66.67,83.7,14,57.1,134,45.52 %,25.00 %,4,1,7,5,534,83.7 %,28.30,794,18,16.67,12,141.5,66.67 %,8,4,0,12,0,0,22,16,1,0,0,9,22
Alphonse Areola,West Ham United,30,Goalkeeper,France,195,94,23,0,0,0.00,60.9,0,0.0,5,60.00 %,100.00 %,12,0,0,0,425,60.9 %,25.00,606,0,0.00,0,0,0.00 %,0,0,0,0,0,0,1,0,0,0,0,0,0
Joseph Anang,West Ham United,23,Goalkeeper,England,190,72,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Lukasz Fabianski,West Ham United,38,Goalkeeper,Poland,190,83,1,0,0,0.00,56.6,1,0.0,3,100.00 %,100.00 %,4,0,1,0,76,56.6 %,25.33,116,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell,West Ham United,34,Defender,England,170,66,3,0,0,0.00,85.3,1,0.0,7,57.14 %,50.00 %,3,1,0,0,75,85.3 %,51.53,105,1,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,0,2
Angelo Ogbonna,West Ham United,35,Defender,Italy,191,86,21,0,0,0.00,87.6,3,33.3,10,80.00 %,50.00 %,18,8,2,0,89,87.6 %,25.19,127,0,0.00,0,0,0.00 %,0,0,0,0,0,0,1,0,0,0,0,0,2
Ben Johnson,West Ham United,23,Defender,England,175,67,31,0,0,0.00,76.2,3,100.0,11,45.45 %,25.00 %,2,0,2,0,42,76.2 %,41.54,66,3,0.00,0,0,0.00 %,0,0,0,0,0,0,1,1,1,0,0,1,0
Egor Spiridonov,West Ham United,23,Defender,Russian Federation,178,67,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emerson,West Ham United,29,Defender,Italy,176,63,33,0,1,14.29,82.8,54,68.5,167,58.08 %,47.83 %,48,5,22,1,738,82.8 %,39.89,1182,24,25.00,0,0,14.29 %,0,0,0,0,0,0,13,1,7,0,0,19,19
Kaelan Casey,West Ham United,19,Defender,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Konstantinos Mavropanos,West Ham United,26,Defender,Greece,194,94,15,1,0,25.00,78.2,7,71.4,40,67.50 %,68.18 %,28,2,10,0,216,78.2 %,39.19,297,1,0.00,1,496.0,25.00 %,0,0,1,1,0,0,1,0,1,0,0,5,4
Kurt Zouma,West Ham United,29,Defender,France,190,96,4,1,0,66.67,84.4,9,77.8,87,52.87 %,53.33 %,80,10,19,0,577,84.4 %,36.73,744,0,0.00,1,1414.0,66.67 %,0,0,1,1,0,0,0,0,2,0,0,10,5
Levi Laing,West Ham United,20,Defender,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayef Aguerd,West Ham United,27,Defender,Morocco,190,76,27,1,0,33.33,79.9,19,42.1,100,62.00 %,58.73 %,66,17,16,0,852,79.9 %,54.11,1029,1,0.00,1,1417.0,33.33 %,0,0,1,1,0,0,2,0,1,1,1,8,4
Oliver Scarles,West Ham United,18,Defender,England,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimír Coufal,West Ham United,31,Defender,Czech Republic,179,76,5,0,5,0.00,72.4,42,71.4,167,52.10 %,47.83 %,54,8,26,5,688,72.4 %,36.30,1170,56,23.21,0,0,0.00 %,0,0,0,0,0,0,6,1,4,0,0,22,17
Conor Coventry,West Ham United,23,Midfielder,Ireland,177,65,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Dan Chesters,West Ham United,21,Midfielder,England,177,68,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edson Álvarez,West Ham United,26,Midfielder,Mexico,187,73,19,0,1,20.00,86.1,40,50.0,143,49.65 %,41.03 %,46,11,19,1,657,86.1 %,44.00,900,3,0.00,0,0,20.00 %,0,0,0,0,0,0,10,1,7,0,0,20,5
James Ward-Prowse,West Ham United,29,Midfielder,England,173,66,7,3,6,62.50,88.8,25,68.0,119,47.06 %,39.47 %,28,7,22,6,832,88.8 %,44.47,1152,20,20.00,3,561.3,62.50 %,1,1,1,3,0,0,6,0,3,0,0,15,10
Lewis Orford,West Ham United,17,Midfielder,England,0,0,0,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Lucas Paquetá,West Ham United,26,Midfielder,Brazil,180,72,10,2,5,31.58,75.8,44,72.7,290,50.34 %,48.48 %,14,0,13,5,847,75.8 %,50.18,1209,15,20.00,2,759.5,31.58 %,0,2,0,1,1,0,29,3,6,0,0,30,42
Mohammed Kudus,West Ham United,23,Midfielder,Ghana,177,70,14,6,1,57.14,83.4,31,77.4,210,53.81 %,46.15 %,5,0,3,1,319,83.4 %,29.84,634,30,26.67,6,160.3,57.14 %,3,3,0,4,2,0,41,4,3,0,0,17,29
Pablo Fornals,West Ham United,27,Midfielder,Spain,178,67,8,0,0,42.86,82.3,7,71.4,39,38.46 %,0.00 %,3,1,4,0,158,82.3 %,43.22,230,8,12.50,0,0,42.86 %,0,0,0,0,0,0,5,1,0,0,0,3,3
Tomás Souček,West Ham United,28,Midfielder,Czech Republic,192,86,28,5,1,50.00,75.8,21,71.4,175,50.29 %,54.90 %,47,15,20,1,459,75.8 %,27.00,668,3,33.33,5,306.0,50.00 %,3,1,1,5,0,0,1,6,2,0,0,22,10
Callum Marshall,West Ham United,19,Forward,Northern Ireland,172,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ings,West Ham United,31,Forward,England,178,73,18,0,0,0.00,66.7,1,100.0,16,31.25 %,16.67 %,3,1,0,0,33,66.7 %,22.33,55,1,0.00,0,0,0.00 %,0,0,0,0,0,0,1,1,1,0,0,2,2
Divin Mubama,West Ham United,19,Forward,England,182,0,0,0,0,0.00,66.7,0,0.0,11,45.45 %,44.44 %,0,0,0,0,18,66.7 %,21.89,29,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,1,1
Jarrod Bowen,West Ham United,27,Forward,England,175,70,20,11,2,64.10,75.5,23,60.9,219,41.10 %,33.85 %,8,5,15,2,355,75.5 %,18.73,705,27,7.41,11,155.1,64.10 %,2,6,3,9,2,0,21,12,1,0,0,18,24
Maxwel Cornet,West Ham United,27,Forward,Côte d'Ivoire,179,69,17,0,0,0.00,100.0,1,0.0,3,33.33 %,0.00 %,0,0,0,0,1,100.0 %,90.00,2,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,1,0,0,0,0,0
Michail Antonio,West Ham United,33,Forward,Jamaica,180,82,9,2,2,50.00,63.4,8,50.0,119,46.22 %,32.61 %,1,3,1,2,134,63.4 %,14.67,277,10,10.00,2,411.0,50.00 %,2,0,0,2,0,0,17,6,2,0,0,13,15
Saïd Benrahma,West Ham United,28,Forward,Algeria,172,67,22,0,1,40.00,79.8,8,50.0,78,37.18 %,14.29 %,5,0,5,1,238,79.8 %,34.77,384,17,17.65,0,0,40.00 %,0,0,0,0,0,0,14,1,1,0,0,5,6
Bart Verbruggen,Brighton & Hove Albion,21,Goalkeeper,Netherlands,193,66,1,0,0,0.00,88.5,1,100.0,5,100.00 %,100.00 %,4,0,0,0,355,88.5 %,39.44,451,0,0.00,0,0,0.00 %,0,0,0,0,0,0,1,0,1,0,0,0,2
Jason Steele,Brighton & Hove Albion,33,Goalkeeper,England,188,79,23,0,0,0.00,84.2,0,0.0,3,66.67 %,100.00 %,5,0,0,0,399,84.2 %,36.27,485,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,1
Tom McGill,Brighton & Hove Albion,23,Goalkeeper,Canada,185,80,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Webster,Brighton & Hove Albion,29,Defender,England,191,75,4,0,0,33.33,91.0,10,100.0,46,58.70 %,76.19 %,27,3,6,0,620,91.0 %,90.88,684,0,0.00,0,0,33.33 %,0,0,0,0,0,0,0,0,1,0,0,4,1
Ben Jackson,Brighton & Hove Albion,20,Defender,England,190,0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Igor,Brighton & Hove Albion,25,Defender,Brazil,185,85,3,0,0,0.00,93.7,10,70.0,60,56.67 %,72.73 %,19,5,6,0,686,93.7 %,87.70,800,1,0.00,0,0,0.00 %,0,0,0,0,0,0,7,0,3,0,0,12,1
Imari Samuels,Brighton & Hove Albion,20,Defender,England,0,0,43,0,0,0.00,0.0,0,0.0,0,0.00 %,0.00 %,0,0,0,0,0,0.0 %,0.00,0,0,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan van Hecke,Brighton & Hove Albion,23,Defender,Netherlands,189,79,29,0,0,42.86,94.1,20,45.0,98,66.33 %,62.75 %,44,16,17,0,1275,94.1 %,95.78,1439,3,33.33,0,0,42.86 %,0,0,0,0,0,0,1,0,2,0,0,3,12
Joel Veltman,Brighton & Hove Albion,31,Defender,Netherlands,184,75,34,0,1,100.00,84.2,27,81.5,110,60.91 %,50.00 %,30,6,12,1,487,84.2 %,48.22,700,6,0.00,0,0,100.00 %,0,0,0,0,0,0,1,0,1,0,0,11,26
Leigh Kavanagh,Brighton & Hove Albion,20,Defender,Ireland,0,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lewis Dunk,Brighton & Hove Albion,32,Defender,England,192,88,5,1,0,26.67,91.9,14,50.0,86,59.30 %,67.44 %,37,21,14,0,1657,91.9 %,105.17,1815,4,25.00,1,1418.0,26.67 %,1,0,0,1,0,0,3,1,5,0,1,8,5
Pervis Estupiñán,Brighton & Hove Albion,25,Defender,Ecuador,175,73,30,2,3,71.43,88.9,12,50.0,60,43.33 %,50.00 %,8,2,11,3,423,88.9 %,60.43,578,21,33.33,2,315.0,71.43 %,0,2,0,1,1,0,3,1,2,0,0,11,4
Tariq Lamptey,Brighton & Hove Albion,23,Defender,Ghana,163,55,2,0,2,0.00,86.5,3,100.0,22,54.55 %,0.00 %,0,0,2,2,104,86.5 %,54.42,145,4,25.00,0,0,0.00 %,0,0,0,0,0,0,5,0,2,0,0,4,4
Adam Lallana,Brighton & Hove Albion,35,Midfielder,England,172,73,14,0,1,50.00,91.3,4,25.0,45,35.56 %,28.57 %,1,0,2,1,299,91.3 %,53.82,362,2,50.00,0,0,50.00 %,0,0,0,0,0,0,2,0,1,0,0,4,8
Billy Gilmour,Brighton & Hove Albion,22,Midfielder,Scotland,166,60,11,0,1,41.67,92.8,15,60.0,102,41.18 %,36.36 %,10,6,5,1,1222,92.8 %,85.92,1392,7,28.57,0,0,41.67 %,0,0,0,0,0,0,2,0,4,0,0,14,17
Carlos Baleba,Brighton & Hove Albion,20,Midfielder,Cameroon,179,0,20,0,0,28.57,93.6,22,45.5,91,51.65 %,82.35 %,14,4,8,0,362,93.6 %,58.60,470,0,0.00,0,0,28.57 %,0,0,0,0,0,0,3,0,3,0,0,18,9
Facundo Buonanotte,Brighton & Hove Albion,19,Midfielder,Argentina,174,66,40,1,1,42.86,83.3,13,53.8,100,41.00 %,27.27 %,2,1,2,1,180,83.3 %,32.14,303,1,0.00,1,504.0,42.86 %,0,1,0,1,0,0,7,1,4,0,0,12,18
Jack Hinchy,Brighton & Hove Albion,20,Midfielder,England,180,70,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack Hinshelwood,Brighton & Hove Albion,18,Midfielder,England,0,0,41,2,0,58.33,85.9,10,40.0,47,42.55 %,50.00 %,14,2,12,0,306,85.9 %,44.35,415,5,0.00,2,310.5,58.33 %,1,0,1,2,0,0,0,0,1,0,0,11,3
Jakub Moder,Brighton & Hove Albion,24,Midfielder,Poland,188,78,15,0,0,0.00,80.0,4,100.0,16,37.50 %,0.00 %,4,0,0,0,35,80.0 %,50.00,57,1,0.00,0,0,0.00 %,0,0,0,0,0,0,0,0,1,0,0,3,2
James Milner,Brighton & Hove Albion,38,Midfielder,England,175,70,6,0,2,33.33,85.7,18,66.7,68,45.59 %,31.58 %,13,0,7,2,446,85.7 %,58.51,620,24,25.00,0,0,33.33 %,0,0,0,0,0,0,3,3,3,0,0,10,4
Jensen Weir,Brighton & Hove Albion,21,Midfielder,England,186,74,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kaoru Mitoma,Brighton & Hove Albion,26,Midfielder,Japan,178,73,22,3,4,54.17,84.5,10,40.0,168,44.05 %,47.37 %,4,1,4,4,523,84.5 %,35.61,801,35,14.29,3,440.7,54.17 %,2,0,1,3,0,0,35,6,4,0,0,14,20
Mahmoud Dahoud,Brighton & Hove Albion,28,Midfielder,Germany,178,68,8,0,1,25.00,87.1,9,44.4,38,34.21 %,0.00 %,4,1,1,1,325,87.1 %,64.57,378,3,33.33,0,0,25.00 %,0,0,0,0,0,0,2,0,1,0,1,6,2
Pascal Groß,Brighton & Hove Albion,32,Midfielder,Germany,181,78,13,3,6,60.00,89.1,29,51.7,117,52.14 %,50.00 %,14,4,13,6,1372,89.1 %,79.51,1727,44,34.09,3,517.7,60.00 %,2,1,0,2,1,0,11,1,3,0,0,10,12
Samy Chouchane,Brighton & Hove Albion,20,Midfielder,Tunisia,0,0,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solly March,Brighton & Hove Albion,29,Midfielder,England,180,88,7,3,1,75.00,81.4,19,73.7,81,50.62 %,60.00 %,8,0,11,1,221,81.4 %,35.65,368,11,9.09,3,186.0,75.00 %,0,2,1,3,0,0,8,7,1,0,0,12,8
Adrian Mazilu,Brighton & Hove Albion,18,Forward,Romania,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
